"productid","transdate","customerid","age","residence","prodclass","amount","asset","salesprice","prodclass2"
"4710114128038","2000-12-08 00:00:00",1589375,"E ","F ",500201,1,150,156,500201
"4710114128038","2000-12-08 00:00:00",1704389,"D ","G ",500201,4,600,624,500201
"4710114128038","2000-12-08 00:00:00",1806960,"C ","G ",500201,1,150,156,500201
"4710114128038","2000-12-08 00:00:00",1878561,"D ","F ",500201,1,150,156,500201
"4710114128038","2000-12-08 00:00:00",1913293,"D ","F ",500201,1,150,156,500201
"4710114128038","2000-12-08 00:00:00",2083209,"C ","C ",500201,2,300,312,500201
"4710114128038","2000-12-08 00:00:00",2163543,"I ","F ",500201,2,300,312,500201
"4710114128038","2000-12-09 00:00:00",119283,"J ","E ",500201,2,300,312,500201
"4710114128038","2000-12-09 00:00:00",149174,"F ","E ",500201,1,150,156,500201
"4710114128038","2000-12-09 00:00:00",208895,"E ","E ",500201,1,150,156,500201
"4710114128038","2000-12-09 00:00:00",219389,"C ","E ",500201,1,150,156,500201
"4710114128038","2000-12-09 00:00:00",478175,"D ","F ",500201,2,300,312,500201
"4710114128038","2000-12-09 00:00:00",635516,"B ","E ",500201,2,300,312,500201
"4710114128038","2000-12-09 00:00:00",805292,"D ","E ",500201,1,150,156,500201
"4710114128038","2000-12-09 00:00:00",910378,"K ","E ",500201,1,150,156,500201
"4710114128038","2000-12-09 00:00:00",920933,"E ","E ",500201,1,150,156,500201
"4710114128038","2000-12-09 00:00:00",961448,"J ","C ",500201,2,300,312,500201
"4710114128038","2000-12-09 00:00:00",1121490,"E ","F ",500201,1,150,156,500201
"4710114128038","2000-12-09 00:00:00",1205787,"D ","E ",500201,1,150,156,500201
"4710114128038","2000-12-09 00:00:00",1641028,"D ","F ",500201,2,300,312,500201
"4710114128038","2000-12-09 00:00:00",1770773,"F ","F ",500201,1,150,153,500201
"4710114128038","2000-12-09 00:00:00",1777871,"B ","G ",500201,1,150,156,500201
"4710114128038","2000-12-09 00:00:00",1845303,"C ","E ",500201,1,150,156,500201
"4710114128038","2000-12-09 00:00:00",1845976,"K ","H ",500201,2,300,312,500201
"4710114128038","2000-12-09 00:00:00",2001241,"E ","C ",500201,1,150,156,500201
"4710114128038","2000-12-09 00:00:00",2007748,"E ","C ",500201,2,300,312,500201
"4710114128038","2000-12-09 00:00:00",2009797,"E ","C ",500201,2,300,312,500201
"4710114128038","2000-12-09 00:00:00",2021553,"D ","G ",500201,3,450,468,500201
"4710114128038","2000-12-09 00:00:00",2106236,"D ","F ",500201,1,150,156,500201
"4710114128038","2000-12-09 00:00:00",2113579,"C ","E ",500201,1,150,156,500201
"4710114128038","2000-12-09 00:00:00",2146409,"F ","F ",500201,1,150,156,500201
"4710114128038","2000-12-10 00:00:00",32674,"D ","F ",500201,2,300,312,500201
"4710114128038","2000-12-10 00:00:00",89319,"F ","C ",500201,1,150,156,500201
"4710114128038","2000-12-10 00:00:00",152198,"E ","E ",500201,1,150,156,500201
"4710114128038","2000-12-10 00:00:00",163972,"I ","E ",500201,2,300,312,500201
"4710114128038","2000-12-10 00:00:00",267854,"E ","E ",500201,1,150,156,500201
"4710114128038","2000-12-10 00:00:00",337182,"G ","E ",500201,1,150,156,500201
"4710114128038","2000-12-10 00:00:00",424745,"E ","E ",500201,1,150,155,500201
"4710114128038","2000-12-10 00:00:00",439862,"F ","E ",500201,1,150,156,500201
"4710114128038","2000-12-10 00:00:00",505819,"E ","E ",500201,1,150,156,500201
"4710114128038","2000-12-10 00:00:00",728133,"G ","C ",500201,1,150,156,500201
"4710114128038","2000-12-10 00:00:00",745130,"C ","E ",500201,1,150,156,500201
"4710114128038","2000-12-10 00:00:00",866996,"D ","H ",500201,1,150,156,500201
"4710114128038","2000-12-10 00:00:00",916264,"E ","E ",500201,1,150,156,500201
"4710114128038","2000-12-10 00:00:00",1061437,"D ","G ",500201,2,300,312,500201
"4710114128038","2000-12-10 00:00:00",1378269,"J ","E ",500201,4,600,624,500201
"4710114128038","2000-12-10 00:00:00",1517675,"D ","E ",500201,1,150,156,500201
"4710114128038","2000-12-10 00:00:00",1543551,"D ","F ",500201,1,150,156,500201
"4710114128038","2000-12-10 00:00:00",1561708,"B ","F ",500201,1,150,156,500201
"4710114128038","2000-12-10 00:00:00",1575705,"G ","E ",500201,1,150,156,500201
"4710114128038","2000-12-10 00:00:00",1646979,"E ","B ",500201,1,150,156,500201
"4710114128038","2000-12-10 00:00:00",1653946,"E ","E ",500201,1,150,156,500201
"4710114128038","2000-12-10 00:00:00",1658897,"E ","C ",500201,2,300,312,500201
"4710114128038","2000-12-10 00:00:00",1666441,"D ","G ",500201,1,150,156,500201
"4710114128038","2000-12-10 00:00:00",1778595,"E ","C ",500201,1,150,156,500201
"4710114128038","2000-12-10 00:00:00",1810561,"F ","E ",500201,2,300,312,500201
"4710114128038","2000-12-10 00:00:00",1829549,"C ","C ",500201,1,150,156,500201
"4710114128038","2000-12-10 00:00:00",1891119,"C ","F ",500201,1,150,156,500201
"4710114128038","2000-12-10 00:00:00",1894882,"G ","E ",500201,1,150,156,500201
"4710114128038","2000-12-10 00:00:00",2032498,"A ","E ",500201,2,300,312,500201
"4710114128038","2000-12-10 00:00:00",2065458,"C ","E ",500201,1,150,156,500201
"4710114128038","2000-12-10 00:00:00",2069449,"G ","A ",500201,2,300,312,500201
"4710114128038","2000-12-10 00:00:00",2107929,"C ","E ",500201,1,150,156,500201
"4710114128038","2000-12-10 00:00:00",2113579,"C ","E ",500201,1,150,156,500201
"4710114128038","2000-12-10 00:00:00",2164069,"A ","F ",500201,2,300,312,500201
"4710114128038","2000-12-11 00:00:00",102070,"C ","F ",500201,1,158,156,500201
"4710114128038","2000-12-11 00:00:00",152198,"E ","E ",500201,1,158,156,500201
"4710114128038","2000-12-11 00:00:00",928724,"E ","E ",500201,1,158,156,500201
"4710114128038","2000-12-11 00:00:00",981439,"E ","F ",500201,1,158,156,500201
"4710114128038","2000-12-11 00:00:00",1283013,"C ","H ",500201,1,158,156,500201
"4710114128038","2000-12-11 00:00:00",1413649,"E ","B ",500201,2,316,312,500201
"4710114128038","2000-12-11 00:00:00",1469264,"C ","F ",500201,1,158,156,500201
"4710114128038","2000-12-11 00:00:00",1572490,"E ","C ",500201,1,158,156,500201
"4710114128038","2000-12-11 00:00:00",1620344,"C ","E ",500201,2,316,312,500201
"4710114128038","2000-12-11 00:00:00",1713985,"E ","E ",500201,1,158,156,500201
"4710114128038","2000-12-11 00:00:00",1907674,"G ","F ",500201,1,158,156,500201
"4710114128038","2000-12-11 00:00:00",2018607,"D ","E ",500201,2,316,312,500201
"4710114128038","2000-12-11 00:00:00",2078502,"B ","E ",500201,1,158,156,500201
"4710114128038","2000-12-11 00:00:00",2163611,"I ","E ",500201,1,158,156,500201
"4710114128038","2000-12-12 00:00:00",436731,"C ","C ",500201,2,316,312,500201
"4710114128038","2000-12-12 00:00:00",470032,"D ","F ",500201,1,158,156,500201
"4710114128038","2000-12-12 00:00:00",604062,"E ","F ",500201,1,158,156,500201
"4710114128038","2000-12-12 00:00:00",661621,"F ","E ",500201,2,316,312,500201
"4710114128038","2000-12-12 00:00:00",922470,"F ","C ",500201,2,316,312,500201
"4710114128038","2000-12-12 00:00:00",1080711,"A ","F ",500201,4,632,624,500201
"4710114128038","2000-12-12 00:00:00",1369397,"G ","F ",500201,2,316,312,500201
"4710114128038","2000-12-12 00:00:00",1415636,"K ","G ",500201,1,158,156,500201
"4710114128038","2000-12-12 00:00:00",1485318,"E ","E ",500201,1,158,156,500201
"4710114128038","2000-12-12 00:00:00",1510171,"F ","F ",500201,1,158,156,500201
"4710114128038","2000-12-12 00:00:00",1553048,"E ","C ",500201,1,158,156,500201
"4710114128038","2000-12-12 00:00:00",1588231,"E ","E ",500201,2,316,312,500201
"4710114128038","2000-12-12 00:00:00",1777796,"A ","C ",500201,1,158,156,500201
"4710114128038","2000-12-12 00:00:00",1798937,"D ","E ",500201,1,158,156,500201
"4710114128038","2000-12-12 00:00:00",1825145,"C ","C ",500201,1,158,156,500201
"4710114128038","2000-12-12 00:00:00",1839517,"E ","F ",500201,1,158,156,500201
"4710114128038","2000-12-12 00:00:00",1843552,"D ","E ",500201,2,316,312,500201
"4710114128038","2000-12-12 00:00:00",1845716,"K ","H ",500201,2,316,312,500201
"4710114128038","2000-12-12 00:00:00",1976502,"G ","F ",500201,2,316,312,500201
"4710114128038","2000-12-12 00:00:00",2003887,"D ","F ",500201,1,158,156,500201
"4710114128038","2000-12-12 00:00:00",2041285,"G ","E ",500201,1,158,156,500201
"4710114128038","2000-12-12 00:00:00",2043319,"E ","F ",500201,1,158,156,500201
"4710114128038","2000-12-12 00:00:00",2071152,"F ","D ",500201,1,158,156,500201
"4710114128038","2000-12-12 00:00:00",2091914,"A ","A ",500201,1,158,156,500201
"4710114128038","2000-12-12 00:00:00",2112527,"E ","E ",500201,1,158,156,500201
"4710114128038","2000-12-13 00:00:00",47340,"F ","F ",500201,1,158,160,500201
"4710114128038","2000-12-13 00:00:00",166690,"F ","E ",500201,1,158,169,500201
"4710114128038","2000-12-13 00:00:00",540353,"G ","F ",500201,1,158,169,500201
"4710114128038","2000-12-13 00:00:00",903356,"D ","E ",500201,1,158,169,500201
"4710114128038","2000-12-13 00:00:00",1175172,"E ","F ",500201,2,316,338,500201
"4710114128038","2000-12-13 00:00:00",1564143,"D ","C ",500201,1,158,169,500201
"4710114128038","2000-12-13 00:00:00",1583984,"D ","C ",500201,1,158,169,500201
"4710114128038","2000-12-13 00:00:00",1586640,"G ","E ",500201,1,158,169,500201
"4710114128038","2000-12-13 00:00:00",1640663,"E ","F ",500201,2,316,338,500201
"4710114128038","2000-12-13 00:00:00",1824896,"E ","E ",500201,2,316,321,500201
"4710114128038","2000-12-14 00:00:00",516150,"E ","E ",500201,1,158,169,500201
"4710114128038","2000-12-14 00:00:00",1034677,"C ","E ",500201,1,158,169,500201
"4710114128038","2000-12-14 00:00:00",1197624,"G ","F ",500201,1,158,169,500201
"4710114128038","2000-12-14 00:00:00",1561166,"G ","E ",500201,1,158,169,500201
"4710114128038","2000-12-14 00:00:00",1792362,"C ","D ",500201,1,158,169,500201
"4710114128038","2000-12-14 00:00:00",1858556,"D ","F ",500201,3,474,507,500201
"4710114128038","2000-12-14 00:00:00",2149998,"E ","F ",500201,1,158,169,500201
"4710114128038","2000-12-15 00:00:00",842884,"F ","E ",500201,1,158,169,500201
"4710114128038","2000-12-15 00:00:00",896139,"F ","A ",500201,1,158,169,500201
"4710114128038","2000-12-15 00:00:00",1352450,"C ","F ",500201,1,158,169,500201
"4710114128038","2000-12-15 00:00:00",1552461,"D ","E ",500201,1,158,169,500201
"4710114128038","2000-12-15 00:00:00",1588835,"E ","F ",500201,1,158,169,500201
"4710114128038","2000-12-15 00:00:00",1667578,"E ","F ",500201,1,158,169,500201
"4710114128038","2000-12-15 00:00:00",1713589,"C ","C ",500201,1,158,169,500201
"4710114128038","2000-12-15 00:00:00",1846621,"K ","H ",500201,1,158,161,500201
"4710114128038","2000-12-15 00:00:00",1978315,"H ","G ",500201,2,316,338,500201
"4710114128038","2000-12-15 00:00:00",1994803,"D ","F ",500201,1,158,169,500201
"4710114128038","2000-12-15 00:00:00",2122632,"F ","E ",500201,2,316,338,500201
"4710114128038","2000-12-15 00:00:00",2165103,"A ","G ",500201,1,158,169,500201
"4710114128038","2000-12-16 00:00:00",762236,"C ","H ",500201,1,158,169,500201
"4710114128038","2000-12-16 00:00:00",782203,"G ","E ",500201,1,158,169,500201
"4710114128038","2000-12-16 00:00:00",906920,"E ","E ",500201,1,158,169,500201
"4710114128038","2000-12-16 00:00:00",1401448,"E ","G ",500201,1,158,169,500201
"4710114128038","2000-12-16 00:00:00",1402735,"D ","E ",500201,1,158,169,500201
"4710114128038","2000-12-16 00:00:00",1455915,"E ","E ",500201,1,158,169,500201
"4710114128038","2000-12-16 00:00:00",1665307,"E ","E ",500201,1,158,169,500201
"4710114128038","2000-12-16 00:00:00",1695366,"D ","F ",500201,1,158,169,500201
"4710114128038","2000-12-16 00:00:00",1696097,"H ","B ",500201,2,316,338,500201
"4710114128038","2000-12-16 00:00:00",1738056,"E ","G ",500201,1,158,169,500201
"4710114128038","2000-12-16 00:00:00",1786057,"A ","C ",500201,1,158,169,500201
"4710114128038","2000-12-16 00:00:00",1851991,"E ","C ",500201,1,158,169,500201
"4710114128038","2000-12-17 00:00:00",14762,"D ","C ",500201,1,158,169,500201
"4710114128038","2000-12-17 00:00:00",47722,"G ","E ",500201,1,158,161,500201
"4710114128038","2000-12-17 00:00:00",448932,"A ","E ",500201,2,316,338,500201
"4710114128038","2000-12-17 00:00:00",563420,"H ","E ",500201,1,158,169,500201
"4710114128038","2000-12-17 00:00:00",834452,"F ","E ",500201,1,158,169,500201
"4710114128038","2000-12-17 00:00:00",1014389,"D ","F ",500201,1,158,169,500201
"4710114128038","2000-12-17 00:00:00",1062007,"D ","E ",500201,1,158,169,500201
"4710114128038","2000-12-17 00:00:00",1070484,"F ","F ",500201,2,316,321,500201
"4710114128038","2000-12-17 00:00:00",1244458,"E ","F ",500201,1,158,169,500201
"4710114128038","2000-12-17 00:00:00",1307023,"D ","C ",500201,1,158,169,500201
"4710114128038","2000-12-17 00:00:00",1371284,"D ","F ",500201,1,158,169,500201
"4710114128038","2000-12-17 00:00:00",1398847,"F ","F ",500201,1,158,160,500201
"4710114128038","2000-12-17 00:00:00",1423327,"F ","E ",500201,1,158,169,500201
"4710114128038","2000-12-17 00:00:00",1541403,"E ","F ",500201,2,316,321,500201
"4710114128038","2000-12-17 00:00:00",1588231,"E ","E ",500201,1,158,169,500201
"4710114128038","2000-12-17 00:00:00",1595468,"F ","C ",500201,1,158,169,500201
"4710114128038","2000-12-17 00:00:00",1618303,"D ","F ",500201,1,158,169,500201
"4710114128038","2000-12-17 00:00:00",1618556,"B ","C ",500201,1,158,169,500201
"4710114128038","2000-12-17 00:00:00",1638653,"D ","E ",500201,2,316,338,500201
"4710114128038","2000-12-17 00:00:00",1658118,"C ","B ",500201,1,158,159,500201
"4710114128038","2000-12-17 00:00:00",1671391,"G ","E ",500201,1,158,169,500201
"4710114128038","2000-12-17 00:00:00",1680584,"C ","C ",500201,1,158,169,500201
"4710114128038","2000-12-17 00:00:00",1815498,"E ","C ",500201,3,474,507,500201
"4710114128038","2000-12-17 00:00:00",1954494,"C ","F ",500201,1,158,169,500201
"4710114128038","2000-12-17 00:00:00",1958133,"D ","C ",500201,1,158,169,500201
"4710114128038","2000-12-17 00:00:00",2090924,"E ","C ",500201,1,158,161,500201
"4710114128038","2000-12-17 00:00:00",2131115,"C ","F ",500201,1,158,169,500201
"4710114128038","2000-12-17 00:00:00",2139494,"D ","C ",500201,1,158,161,500201
"4710114128038","2000-12-17 00:00:00",2165455,"D ","D ",500201,1,158,169,500201
"4710114128038","2000-12-18 00:00:00",419857,"E ","E ",500201,1,158,169,500201
"4710114128038","2000-12-18 00:00:00",880923,"E ","E ",500201,1,158,169,500201
"4710114128038","2000-12-18 00:00:00",1070484,"F ","F ",500201,1,158,160,500201
"4710114128038","2000-12-18 00:00:00",1294699,"H ","B ",500201,1,158,161,500201
"4710114128038","2000-12-18 00:00:00",1528275,"E ","G ",500201,1,158,169,500201
"4710114128038","2000-12-18 00:00:00",1596342,"E ","C ",500201,1,158,169,500201
"4710114128038","2000-12-18 00:00:00",1636253,"D ","E ",500201,1,158,169,500201
"4710114128038","2000-12-18 00:00:00",2033686,"B ","E ",500201,1,158,169,500201
"4710114128038","2000-12-18 00:00:00",2067179,"F ","F ",500201,1,158,169,500201
"4710114128038","2000-12-18 00:00:00",2165936,"E ","C ",500201,1,158,169,500201
"4710114128038","2000-12-20 00:00:00",66037,"F ","C ",500201,1,158,169,500201
"4710114128038","2000-12-23 00:00:00",42048,"J ","E ",500201,1,158,169,500201
"4710114128038","2000-12-23 00:00:00",45377,"G ","E ",500201,1,158,161,500201
"4710114128038","2000-12-23 00:00:00",336154,"E ","E ",500201,1,158,169,500201
"4710114128038","2000-12-24 00:00:00",108843,"E ","G ",500201,1,158,169,500201
"4710114128038","2000-12-25 00:00:00",28516,"C ","E ",500201,1,158,169,500201
"4710114128038","2000-12-25 00:00:00",137232,"D ","F ",500201,1,158,169,500201
"4710114128038","2000-12-25 00:00:00",219891,"H ","E ",500201,1,158,169,500201
"4710114128038","2000-12-26 00:00:00",45551,"F ","E ",500201,1,158,169,500201
"4710114128038","2000-12-26 00:00:00",506618,"D ","E ",500201,1,158,169,500201
"4710114128038","2000-12-26 00:00:00",1382686,"E ","C ",500201,1,158,161,500201
"4710114128038","2000-12-26 00:00:00",1627466,"C ","F ",500201,1,158,169,500201
"4710114128038","2000-12-26 00:00:00",1637243,"E ","F ",500201,1,158,161,500201
"4710114128038","2000-12-26 00:00:00",1672855,"F ","E ",500201,1,158,169,500201
"4710114128038","2000-12-26 00:00:00",1755022,"F ","F ",500201,1,158,169,500201
"4710114128038","2000-12-26 00:00:00",1941388,"E ","E ",500201,1,158,169,500201
"4710114128038","2000-12-26 00:00:00",2070858,"E ","E ",500201,2,316,338,500201
"4710114128038","2000-12-26 00:00:00",2135366,"G ","B ",500201,2,316,321,500201
"4710114128038","2000-12-27 00:00:00",103350,"F ","E ",500201,1,158,169,500201
"4710114128038","2000-12-27 00:00:00",418683,"F ","E ",500201,2,316,338,500201
"4710114128038","2000-12-27 00:00:00",452144,"E ","E ",500201,1,158,169,500201
"4710114128038","2000-12-27 00:00:00",1168709,"F ","F ",500201,1,158,161,500201
"4710114128038","2000-12-27 00:00:00",1293845,"J ","E ",500201,1,158,169,500201
"4710114128038","2000-12-27 00:00:00",1839555,"G ","F ",500201,1,158,161,500201
"4710114128038","2000-12-27 00:00:00",1947168,"J ","F ",500201,1,158,169,500201
"4710114128038","2000-12-28 00:00:00",788496,"G ","E ",500201,1,158,169,500201
"4710114128038","2000-12-28 00:00:00",1608939,"D ","E ",500201,1,158,169,500201
"4710114128038","2000-12-28 00:00:00",1842463,"E ","E ",500201,1,158,169,500201
"4710114128038","2000-12-28 00:00:00",1846812,"K ","H ",500201,1,158,161,500201
"4710114128038","2000-12-28 00:00:00",1978346,"C ","F ",500201,1,158,169,500201
"4710114128038","2000-12-28 00:00:00",1978766,"E ","F ",500201,1,158,169,500201
"4710114128038","2000-12-28 00:00:00",1996814,"J ","C ",500201,1,158,169,500201
"4710114128038","2000-12-28 00:00:00",2058740,"B ","F ",500201,1,158,169,500201
"4710114128038","2000-12-29 00:00:00",219389,"C ","E ",500201,1,158,169,500201
"4710114128038","2000-12-29 00:00:00",764636,"C ","E ",500201,1,158,169,500201
"4710114128038","2000-12-29 00:00:00",1748758,"G ","C ",500201,1,158,169,500201
"4710114128038","2000-12-29 00:00:00",1869866,"G ","C ",500201,2,316,321,500201
"4710114128038","2000-12-29 00:00:00",2103228,"J ","E ",500201,1,158,169,500201
"4710114128038","2000-12-29 00:00:00",2130798,"B ","E ",500201,1,158,169,500201
"4710114128038","2000-12-30 00:00:00",678780,"E ","E ",500201,1,158,169,500201
"4710114128038","2000-12-30 00:00:00",1255577,"H ","G ",500201,1,158,169,500201
"4710114128038","2000-12-30 00:00:00",1503265,"E ","F ",500201,1,158,169,500201
"4710114128038","2000-12-30 00:00:00",1701616,"D ","F ",500201,1,158,161,500201
"4710114128038","2000-12-30 00:00:00",2098142,"E ","G ",500201,1,158,169,500201
"4710114128038","2000-12-31 00:00:00",314060,"E ","E ",500201,1,158,169,500201
"4710114128038","2000-12-31 00:00:00",319829,"D ","E ",500201,2,316,338,500201
"4710114128038","2000-12-31 00:00:00",426053,"E ","E ",500201,1,158,161,500201
"4710114128038","2000-12-31 00:00:00",843577,"F ","E ",500201,1,158,160,500201
"4710114128038","2000-12-31 00:00:00",922647,"E ","E ",500201,1,158,161,500201
"4710114128038","2000-12-31 00:00:00",1036121,"D ","E ",500201,1,158,169,500201
"4710114128038","2000-12-31 00:00:00",1184969,"C ","E ",500201,2,316,338,500201
"4710114128038","2000-12-31 00:00:00",1353112,"E ","F ",500201,1,158,169,500201
"4710114128038","2000-12-31 00:00:00",1481778,"D ","G ",500201,2,316,338,500201
"4710114128038","2000-12-31 00:00:00",1541403,"E ","F ",500201,4,632,642,500201
"4710114128038","2000-12-31 00:00:00",1562989,"E ","D ",500201,2,316,338,500201
"4710114128038","2000-12-31 00:00:00",1564549,"F ","C ",500201,1,158,169,500201
"4710114128038","2000-12-31 00:00:00",1588231,"E ","E ",500201,1,158,169,500201
"4710114128038","2000-12-31 00:00:00",1764093,"C ","F ",500201,1,158,169,500201
"4710114128038","2000-12-31 00:00:00",1806960,"C ","G ",500201,1,158,158,500201
"4710114128038","2000-12-31 00:00:00",1809060,"J ","F ",500201,1,158,169,500201
"4710114128038","2000-12-31 00:00:00",1811865,"G ","E ",500201,1,158,169,500201
"4710114128038","2000-12-31 00:00:00",1846621,"K ","H ",500201,1,158,161,500201
"4710114128038","2000-12-31 00:00:00",1904338,"E ","E ",500201,1,158,161,500201
"4710114128038","2000-12-31 00:00:00",1946192,"D ","F ",500201,1,158,169,500201
"4710114128038","2000-12-31 00:00:00",2065731,"E ","G ",500201,1,158,169,500201
"4710114128038","2000-12-31 00:00:00",2082769,"C ","F ",500201,1,158,161,500201
"4710114128038","2000-12-31 00:00:00",2115023,"D ","D ",500201,1,158,169,500201
"4710114128038","2000-12-31 00:00:00",2129914,"C ","F ",500201,2,316,338,500201
"4710114128038","2001-01-01 00:00:00",313339,"G ","E ",500201,1,158,169,500201
"4710114128038","2001-01-01 00:00:00",542074,"G ","E ",500201,1,158,169,500201
"4710114128038","2001-01-01 00:00:00",818667,"F ","E ",500201,2,316,338,500201
"4710114128038","2001-01-01 00:00:00",883689,"F ","H ",500201,1,158,169,500201
"4710114128038","2001-01-01 00:00:00",887410,"F ","E ",500201,2,316,338,500201
"4710114128038","2001-01-01 00:00:00",1045147,"G ","C ",500201,1,158,169,500201
"4710114128038","2001-01-01 00:00:00",1110241,"K ","H ",500201,1,158,169,500201
"4710114128038","2001-01-01 00:00:00",1274592,"D ","H ",500201,1,158,169,500201
"4710114128038","2001-01-01 00:00:00",1465136,"G ","E ",500201,2,316,321,500201
"4710114128038","2001-01-01 00:00:00",1475449,"G ","A ",500201,2,316,338,500201
"4710114128038","2001-01-01 00:00:00",1575842,"G ","F ",500201,1,158,161,500201
"4710114128038","2001-01-01 00:00:00",1584462,"G ","C ",500201,2,316,338,500201
"4710114128038","2001-01-01 00:00:00",1616583,"I ","F ",500201,1,158,169,500201
"4710114128038","2001-01-01 00:00:00",1650464,"C ","F ",500201,1,158,169,500201
"4710114128038","2001-01-01 00:00:00",1658118,"C ","B ",500201,1,158,169,500201
"4710114128038","2001-01-01 00:00:00",1706536,"D ","D ",500201,1,158,161,500201
"4710114128038","2001-01-01 00:00:00",1721805,"C ","F ",500201,3,474,507,500201
"4710114128038","2001-01-01 00:00:00",1795370,"F ","E ",500201,2,316,338,500201
"4710114128038","2001-01-01 00:00:00",1803730,"C ","C ",500201,1,158,161,500201
"4710114128038","2001-01-01 00:00:00",1851083,"B ","F ",500201,1,158,169,500201
"4710114128038","2001-01-01 00:00:00",1885767,"E ","C ",500201,3,474,507,500201
"4710114128038","2001-01-02 00:00:00",322201,"E ","E ",500201,2,316,338,500201
"4710114128038","2001-01-02 00:00:00",478342,"E ","F ",500201,1,158,169,500201
"4710114128038","2001-01-02 00:00:00",944250,"D ","G ",500201,1,158,169,500201
"4710114128038","2001-01-02 00:00:00",1061307,"A ","E ",500201,1,158,169,500201
"4710114128038","2001-01-02 00:00:00",1327205,"E ","F ",500201,1,158,161,500201
"4710114128038","2001-01-02 00:00:00",1602746,"D ","E ",500201,6,948,1014,500201
"4710114128038","2001-01-02 00:00:00",1756746,"C ","F ",500201,1,158,169,500201
"4710114128038","2001-01-02 00:00:00",2086613,"A ","E ",500201,1,158,169,500201
"4710114128038","2001-01-02 00:00:00",2092720,"I ","F ",500201,1,158,169,500201
"4710114128038","2001-01-03 00:00:00",880923,"E ","E ",500201,1,158,169,500201
"4710114128038","2001-01-03 00:00:00",944106,"G ","E ",500201,1,158,169,500201
"4710114128038","2001-01-03 00:00:00",997119,"D ","F ",500201,1,158,169,500201
"4710114128038","2001-01-05 00:00:00",1175172,"E ","F ",500201,2,316,338,500201
"4710114128038","2001-01-06 00:00:00",45957,"G ","E ",500201,1,158,169,500201
"4710114128038","2001-01-06 00:00:00",401746,"J ","E ",500201,1,158,169,500201
"4710114128038","2001-01-06 00:00:00",423014,"D ","C ",500201,1,158,169,500201
"4710114128038","2001-01-06 00:00:00",765350,"D ","G ",500201,1,158,169,500201
"4710114128038","2001-01-06 00:00:00",912877,"D ","E ",500201,1,158,169,500201
"4710114128038","2001-01-06 00:00:00",914314,"G ","C ",500201,1,158,169,500201
"4710114128038","2001-01-06 00:00:00",1102925,"C ","F ",500201,1,158,161,500201
"4710114128038","2001-01-06 00:00:00",1209471,"E ","E ",500201,1,158,169,500201
"4710114128038","2001-01-07 00:00:00",20794,"E ","E ",500201,1,158,169,500201
"4710114128038","2001-01-07 00:00:00",30106,"D ","G ",500201,1,158,169,500201
"4710114128038","2001-01-07 00:00:00",47395,"F ","E ",500201,2,316,338,500201
"4710114128038","2001-01-07 00:00:00",135788,"F ","E ",500201,1,158,169,500201
"4710114128038","2001-01-07 00:00:00",302128,"E ","B ",500201,2,316,338,500201
"4710114128038","2001-01-07 00:00:00",483421,"C ","E ",500201,1,158,169,500201
"4710114128038","2001-01-07 00:00:00",610308,"J ","E ",500201,1,158,169,500201
"4710114128038","2001-01-07 00:00:00",620635,"E ","F ",500201,1,158,169,500201
"4710114128038","2001-01-07 00:00:00",825306,"D ","E ",500201,2,316,338,500201
"4710114128038","2001-01-07 00:00:00",850933,"F ","C ",500201,1,158,169,500201
"4710114128038","2001-01-07 00:00:00",933988,"I ","F ",500201,2,316,338,500201
"4710114128038","2001-01-07 00:00:00",1080032,"H ","F ",500201,1,158,169,500201
"4710114128038","2001-01-07 00:00:00",1295948,"E ","C ",500201,1,158,169,500201
"4710114128038","2001-01-07 00:00:00",1304893,"F ","F ",500201,1,158,169,500201
"4710114128038","2001-01-07 00:00:00",1320282,"D ","E ",500201,1,158,169,500201
"4710114128038","2001-01-08 00:00:00",63227,"G ","E ",500201,6,948,963,500201
"4710114128038","2001-01-08 00:00:00",1298130,"E ","E ",500201,1,158,169,500201
"4710114128038","2001-01-08 00:00:00",1420050,"E ","E ",500201,1,158,169,500201
"4710114128038","2001-01-08 00:00:00",1570984,"D ","G ",500201,1,158,169,500201
"4710114128038","2001-01-08 00:00:00",1628012,"D ","D ",500201,1,158,169,500201
"4710114128038","2001-01-08 00:00:00",1698046,"C ","F ",500201,2,316,338,500201
"4710114128038","2001-01-08 00:00:00",1830019,"E ","G ",500201,1,158,169,500201
"4710114128038","2001-01-08 00:00:00",1848601,"K ","H ",500201,1,158,160,500201
"4710114128038","2001-01-08 00:00:00",1856477,"B ","G ",500201,1,158,169,500201
"4710114128038","2001-01-08 00:00:00",2082110,"E ","G ",500201,1,158,169,500201
"4710114128038","2001-01-09 00:00:00",1515749,"D ","F ",500201,1,138,169,500201
"4710114128038","2001-01-09 00:00:00",1813739,"B ","G ",500201,1,138,169,500201
"4710114128038","2001-01-09 00:00:00",1950366,"D ","E ",500201,1,138,169,500201
"4710114128038","2001-01-09 00:00:00",2112589,"I ","E ",500201,1,138,169,500201
"4710114128038","2001-01-10 00:00:00",219068,"H ","E ",500201,1,138,169,500201
"4710114128038","2001-01-10 00:00:00",1241853,"J ","F ",500201,1,138,160,500201
"4710114128038","2001-01-10 00:00:00",1327915,"F ","E ",500201,1,138,169,500201
